Date,Now,Open,High,Low,Volume
20060503,934.25,939.35,939.35,933.25,-0.0063
20060504,939.6,936.7,942.1,935.7,0.0057
20060505,939.6,939.6,939.7,939.6,0
20060508,927.8,933.3,933.6,926.9,-0.0126
20060509,931.95,930.25,936.25,930.15,0.0045
20060510,929.1,928.3,935,928.1,-0.0031
20060511,935.6,930.2,936.4,930.2,0.007
20060512,932.7,932.1,935.5,931,-0.0031
20060515,943.65,935.25,944.45,935.05,0.0117
20060516,944.95,953.05,954.05,943.05,0.0014
20060517,936.9,941.1,941.1,935.1,-0.0085
20060518,947,948.1,948.1,942,0.0108
20060519,946.25,943.25,947.65,940.05,-0.0008
20060522,952.35,946.35,952.75,946.05,0.0064
20060523,943.9,951.4,951.4,942.3,-0.0089
20060524,949.6,945,951,945,0.006
20060525,949.1,948.2,950.7,947.5,-0.0005
20060526,945.5,944,949,943.2,-0.0038
20060529,947.5,945,948.4,944.9,0.0021
20060530,945.75,947.35,949.85,944.25,-0.0018
20060531,945.7,945.7,945.8,945.7,-0.0001
20060601,947.2,946,949.4,945.9,0.0016
20060602,948,945.6,948.2,944.1,0.0008
20060605,942.95,945.35,945.65,942.45,-0.0053
20060606,943,942.9,943,942.9,0.0001
20060607,948.2,948.1,950,946.3,0.0055
20060608,953.4,948.3,953.6,947.6,0.0055
20060609,954.4,956.2,956.7,952.6,0.001
20060612,956.75,954.25,957.65,954.15,0.0025
20060613,961.6,957.4,962.6,957.3,0.0051
20060614,962.05,961.35,964.05,960.15,0.0005
20060615,959.55,959.35,960.25,958.05,-0.0026
20060616,955.8,957.5,957.5,954.4,-0.0039
20060619,961.2,956.5,963,956.5,0.0056
20060620,956.65,960.25,963.65,956.05,-0.0047
20060621,955.75,956.35,956.85,952.55,-0.0009
20060622,955.2,954.1,955.4,953.1,-0.0006
20060623,956.05,957.95,960.25,954.65,0.0009
20060626,959.55,957.75,959.95,957.75,0.0037
20060627,958.8,957.3,960.2,957.1,-0.0008
20060628,957.85,958.85,960.35,956.25,-0.001
20060629,960.6,958.8,961.5,958.7,0.0029
20060630,948.75,955.25,955.25,948.55,-0.0123
20060703,944.85,946.25,947.55,942.15,-0.0041
20060704,943.35,944.25,945.35,940.45,-0.0016
20060705,946.8,946.6,948.7,944.3,0.0037
20060706,949.4,947.3,952.1,946.9,0.0027
20060707,947.85,947.95,948.25,944.35,-0.0016
20060710,941.95,940.75,944.25,940.35,-0.0062
20060711,946.75,943.25,946.95,943.25,0.0051
20060712,948.8,945.2,950.8,945.2,0.0022
20060713,949.25,948.25,952.45,948.25,0.0005
20060714,953.8,949.7,954.6,949.7,0.0048
20060717,953.9,953.8,953.9,953.8,0.0001
20060718,958.6,958.5,959.3,956.3,0.0049
20060719,957.85,955.95,960.45,955.95,-0.0008
20060720,951.9,952.4,953.1,949.7,-0.0062
20060721,949.9,952.7,955,949.7,-0.0021
20060724,951.8,949.9,952.4,948.4,0.002
20060725,952.15,951.85,953.75,951.15,0.0004
20060726,954.6,952.6,955,952.9,0.0026
20060727,952.25,951.95,952.95,950.55,-0.0025
20060728,953.85,950.15,954.15,950.05,0.0017
20060731,955.15,953.25,955.65,952.75,0.0014
20060801,955.95,954.95,957.25,954.65,0.0008
20060802,962.25,955.15,962.55,955.15,0.0066
20060803,965.75,962.25,967.65,962.25,0.0036
20060804,964.75,964.15,965.45,963.25,-0.001
20060807,962.6,962,962.8,960.5,-0.0022
20060808,963.65,963.25,964.85,962.95,0.0011
20060809,959.4,963.7,966.8,958,-0.0044
20060810,957.8,959.8,960.7,955.4,-0.0017
20060811,961.75,959.75,961.75,957.35,0.0041
20060814,965.7,961.5,966.3,961.5,0.0041
20060815,965.75,965.85,966.05,965.75,0.0001
20060816,965.15,963.75,965.55,962.55,-0.0006
20060817,960.95,961.25,963.45,959.65,-0.0044
20060818,958.55,961.35,963.35,958.15,-0.0025
20060821,956.55,958.35,959.45,955.95,-0.0021
20060822,956.4,957.3,958.8,955.8,-0.0002
20060823,955.6,956.4,957.5,955.4,-0.0008
20060824,959.2,955.8,959.4,955.2,0.0038
20060825,961.95,959.15,962.55,959.05,0.0029
20060828,964,961.2,965.8,961,0.0021
20060829,961.05,964.35,965.15,959.25,-0.0031
20060830,961.25,960.25,961.95,958.15,0.0002
20060831,961.3,961.2,963.1,960.2,0.0001
20060901,960.55,960.55,962.75,959.25,-0.0008
20060904,957.85,958.25,959.55,957.45,-0.0028
20060905,956.65,957.15,957.15,955.05,-0.0013
20060906,957.05,955.25,957.55,955.05,0.0004
20060907,956.3,956.8,958.3,955.1,-0.0008
20060908,956.3,955.8,956.8,953.8,0
20060911,957.5,956.3,957.9,955.6,0.0013
20060912,959.4,959.1,960,958.3,0.002
20060913,959.05,959.35,960.65,958.35,-0.0004
20060914,957.6,956.2,957.9,954.2,-0.0015
20060915,956.35,955.15,957.85,955.15,-0.0013
20060918,956.4,956.5,959.7,956.2,0.0001
20060919,952.1,955.4,956.4,952.1,-0.0045
20060920,950.85,952.95,954.05,950.15,-0.0013
20060921,944.2,948,949.6,943.4,-0.007
20060922,946.75,941.9,947.7,940.3,0.0027
20060925,944,945.3,946.7,943.6,-0.0029
20060926,944.1,944,944.7,941.7,0.0001
20060927,943.65,944.35,945.95,943.15,-0.0005
20060928,944.75,943.85,946.05,943.85,0.0012
20060929,946.25,944.85,946.65,943.95,0.0016
20061002,948.05,945.35,948.55,944.85,0.0019
20061003,948,947.9,948,947.75,-0.0001
20061004,949.2,946.1,949.4,946.1,0.0013
20061005,949.2,949.3,949.4,949.2,0
20061006,949.2,949.2,949.3,949.2,0
20061009,963.8,951.7,966.8,951.6,0.0154
20061010,959.6,962,962.9,956.8,-0.0044
20061011,958.2,961.2,963.7,958,-0.0015
20061012,957.9,960.1,962.2,957.1,-0.0003
20061013,955.1,955.9,957,953.6,-0.0029
20061016,955.4,956.1,957.2,954.3,0.0003
20061017,954.3,953.2,955.7,953,-0.0012
20061018,955.35,954.05,955.75,953.15,0.0011
20061019,957.25,956.05,958.45,955.55,0.002
20061020,957.4,954.2,958.6,954.2,0.0002
20061023,959.45,957.85,959.95,956.55,0.0021
20061024,958.45,959.25,961.25,958.05,-0.001
20061025,955.8,956,957.8,954.8,-0.0028
20061026,949.8,954.2,954.5,948.7,-0.0063
20061027,947.3,948,948.8,945.2,-0.0026
20061030,944.65,943.15,945.15,942.65,-0.0028
20061031,942.25,944.15,946.05,941.75,-0.0025
20061101,939.35,939.25,940.25,938.05,-0.0031
20061102,938.95,937.35,940.15,937.35,-0.0004
20061103,937.15,937.65,938.85,937.15,-0.0019
20061106,942.3,937.9,943.8,937.9,0.0055
20061107,938.35,942.25,943.75,938.25,-0.0042
20061108,935.15,937.35,937.45,934.65,-0.0034
20061109,936.6,935.4,937.6,934.6,0.0016
20061110,934.05,937.25,938.25,932.75,-0.0027
20061113,935.1,933.7,936.6,928.1,0.0011
20061114,937,934.3,938.8,934,0.002
20061115,941.4,937.8,942.4,936,0.0047
20061116,937.6,942.1,944.1,937.3,-0.004
20061117,938.95,935.95,939.55,935.95,0.0014
20061120,935.5,938.3,938.3,934.1,-0.0037
20061121,935.4,935.1,937.5,934.8,-0.0001
20061122,934,935.2,935.3,933.3,-0.0015
20061123,930.45,928.95,931.55,928.95,-0.0038
20061124,932.15,929.75,933.15,928.75,0.0018
20061127,930.7,928.1,931.8,925.3,-0.0016
20061128,930.85,931.15,932.45,929.95,0.0002
20061129,930.65,931.05,931.55,928.15,-0.0002
20061130,929.35,931.45,932.15,929.25,-0.0014
20061201,928.55,928.65,929.25,927.35,-0.0009
20061204,927.5,927.6,927.9,926.2,-0.0011
20061205,924.3,927.7,928.2,924.2,-0.0035
20061206,916.2,920.8,922.3,916.2,-0.0088
20061207,913.9,918.6,920.8,912.9,-0.0025
20061208,920.2,914.8,923.1,914.5,0.0069
20061211,925.8,924.6,928.1,924.4,0.0061
20061212,922.55,926.15,926.35,922.15,-0.0035
20061213,922.5,921.4,923.8,920.5,-0.0001
20061214,921.25,924.3,925.3,920.5,-0.0014
20061215,923.1,921.4,923.6,920.6,0.002
20061218,927.2,922.7,927.4,921.6,0.0044
20061219,932.05,930.25,932.65,927.65,0.0052
20061220,926,926.9,930.1,924.7,-0.0065
20061221,927.5,925.8,929.3,925.3,0.0016
20061222,928.65,926.85,929.35,926.85,0.0012
20061225,928.65,928.65,928.65,928.55,0
20061226,929.85,929.45,931.25,929.05,0.0013
20061227,930.5,930.7,931.9,929.9,0.0007
20061228,929.75,928.15,930.95,928.15,-0.0008
20061229,930,930,930,930,0.0003
20070101,930,930,930,930,0
20070102,925.65,927.15,928.25,925.15,-0.0047
20070103,926.15,925.15,926.95,924.95,0.0005
20070104,931.35,931.65,933.35,929.35,0.0056
20070105,934.45,931.35,935.35,930.05,0.0033
20070108,938.1,934.3,939.4,934.3,0.0039
20070109,938.6,938,939.2,935.2,0.0005
20070110,937.85,939.95,941.75,937.55,-0.0008
20070111,938.95,940.05,940.45,937.75,0.0012
20070112,940.05,942.15,942.75,939.05,0.0012
20070115,938.5,938.5,939.3,936.6,-0.0016
20070116,935.55,937.45,938.05,935.35,-0.0031
20070117,936.9,936.1,937.9,936.1,0.0014
20070118,936.7,936.8,937.6,935.8,-0.0002
20070119,936.4,939.3,940.5,935.6,-0.0003
20070122,940.2,936.6,941.2,936.2,0.0041
20070123,940.25,939.75,942.35,939.75,0.0001
20070124,936.1,939.2,939.6,935.9,-0.0044
20070125,936.05,935.35,937.55,935.25,-0.0001
20070126,940.65,938.95,941.65,938.15,0.0049
20070129,940.4,941.2,941.5,938.9,-0.0003
20070130,942.7,940.5,943.5,939.4,0.0024
20070131,941.5,942.9,943.6,941.3,-0.0013
20070201,937.05,938.15,939.35,936.75,-0.0047
20070202,937.25,938.05,939.05,936.75,0.0002
20070205,935.8,938.2,938.6,935.3,-0.0015
20070206,933,934.9,934.9,932.4,-0.003
20070207,933.65,931.95,933.85,930.25,0.0007
20070208,935.05,933.95,936.25,933.65,0.0015
20070209,934.6,934.7,935.6,933.4,-0.0005
20070212,937.7,935.3,937.8,935.1,0.0033
20070213,939.6,936.1,939.7,936.1,0.002
20070214,938.45,939.75,939.75,936.95,-0.0012
20070215,934.8,934.8,936.3,933,-0.0039
20070216,936.4,933.3,937.3,933.1,0.0017
20070219,936.45,936.45,936.55,936.45,0.0001
20070220,938.4,935.7,939.1,935.7,0.0021
20070221,938.45,938.15,939.85,936.25,0.0001
20070222,938.85,939.65,940.65,938.55,0.0004
20070223,938.1,940.2,940.4,937.6,-0.0008
20070226,938.75,937.15,938.85,936.55,0.0007
20070227,938.9,939,939.3,937.5,0.0002
20070228,941.7,940.4,942.2,939.6,0.003
20070301,941.8,941.7,941.8,941.3,0.0001
20070302,943,942.4,943.4,940.6,0.0013
20070305,951.45,948.55,952.25,948.25,0.009
20070306,947.6,949.7,949.7,947,-0.004
20070307,948.65,946.45,949.35,945.55,0.0011
20070308,947.9,947.2,949.4,947.1,-0.0008
20070309,945.85,945.25,947.75,945.05,-0.0022
20070312,943.9,944.4,945.6,943.2,-0.0021
20070313,944.55,943.75,946.05,943.65,0.0007
20070314,946.2,946.8,948.3,946.1,0.0017
20070315,944.5,944.2,945.3,943.8,-0.0018
20070316,944.8,943.7,945.9,943.6,0.0003
20070319,943.6,942.2,944.3,942.1,-0.0013
20070320,941.65,942.65,943.65,941.05,-0.0021
20070321,937.95,938.25,939.05,936.55,-0.0039
20070322,937.95,936.55,938.15,936.25,0
20070323,937.4,937.2,939.1,936.9,-0.0006
20070326,938.5,938.5,939.5,937.6,0.0012
20070327,940.9,938.2,941.55,938.2,0.0026
20070328,940.5,942,943.1,938.8,-0.0004
20070329,940.5,940.3,941.6,939.4,0
20070330,940.85,940.65,941.55,940.05,0.0004
20070402,937.25,940.25,940.45,937.15,-0.0038
20070403,936.7,937.6,937.6,936.2,-0.0006
20070404,936.3,935.4,936.9,935.4,-0.0004
20070405,933.05,935.85,936.45,932.45,-0.0035
20070406,931.8,931.8,932.5,930,-0.0013
20070409,933,933.2,933.9,932.4,0.0013
20070410,933.9,932.7,934.4,931.8,0.001
20070411,932.25,933.25,934.85,932.15,-0.0018
20070412,931.7,932.6,932.9,931,-0.0006
20070413,929.2,931.7,931.7,928.8,-0.0027
20070416,931.75,929.45,932.25,928.45,0.0027
20070417,928.8,929.8,931.2,928.6,-0.0032
20070418,928.25,928.85,929.65,927.65,-0.0006
20070419,928.75,926.75,929.55,926.05,0.0005
20070420,927.55,928.45,929.05,927.05,-0.0013
20070423,926.4,926.7,927.3,925.4,-0.0012
20070424,927.25,925.65,927.85,925.35,0.0009
20070425,926.75,926.55,927.25,926.05,-0.0005
20070426,928.9,927,930.3,927,0.0023
20070427,929.1,929.2,930.3,928.7,0.0002
20070430,930.85,929.25,931.65,929.25,0.0019
20070501,930.85,930.85,931.35,930.85,0
20070502,930.1,930.5,931.6,929.6,-0.0008
20070503,927,930.2,930.9,926.7,-0.0033
20070504,927.6,926.6,928.5,926.6,0.0006
20070507,922.35,924.95,925.95,922.35,-0.0057
20070508,922.95,922.65,923.95,922.45,0.0007
20070509,923.55,924.85,925.95,923.15,0.0007
20070510,925.1,924.4,925.9,924.1,0.0017
20070511,926.75,925.65,927.65,925.65,0.0018
20070514,924.2,926.2,926.5,924,-0.0028
20070515,924.35,923.25,925.85,923.15,0.0002
20070516,923.95,923.85,924.75,923.35,-0.0004
20070517,928.1,925.2,928.3,923.7,0.0045
20070518,934.05,930.75,935.45,930.15,0.0064
20070521,930.2,932.4,932.5,929.9,-0.0041
20070522,930.3,930.2,930.9,928.5,0.0001
20070523,931.4,931.3,932.6,930.2,0.0012
20070524,931.4,931.5,931.5,931.3,0
20070525,928.3,932.2,934.3,928.1,-0.0033
20070528,928.75,931.25,931.85,928.35,0.0005
20070529,927.6,928.7,929.8,927.3,-0.0012
20070530,931,929.4,931.4,928.2,0.0037
20070531,927.75,928.75,928.85,927.15,-0.0035
20070601,928.35,927.65,928.55,926.15,0.0006
20070604,927.95,928.65,929.05,927.55,-0.0004
20070605,927,927.4,928,926.7,-0.001
20070606,927.05,927.05,927.05,926.75,0.0001
20070607,926.8,928.3,929.8,926.4,-0.0003
20070608,931.05,928.85,931.35,928.65,0.0046
20070611,932.55,931.05,932.75,930.05,0.0016
20070612,929.5,931.3,932.1,928.9,-0.0033
20070613,931.45,930.65,932.55,930.25,0.0021
20070614,929.9,930.2,930.7,929.3,-0.0017
20070615,928.4,929.5,930.9,928.3,-0.0016
20070618,928.35,927.35,928.85,927.05,-0.0001
20070619,927.7,927.9,928.8,926.7,-0.0007
20070620,927.8,924.9,928.2,924.9,0.0001
20070621,926.95,927.35,928.65,926.35,-0.0009
20070622,928.1,926.3,929.2,925.7,0.0012
20070625,926.5,926.9,927.4,926,-0.0017
20070626,926.25,926.15,926.95,925.85,-0.0003
20070627,927.8,927.7,928.3,926.9,0.0017
20070628,926.8,926.6,927.4,926.3,-0.0011
20070629,923.9,926.1,927.1,923.8,-0.0031
20070702,921.6,922.8,923.3,921.6,-0.0025
20070703,917.95,919.05,919.45,917.05,-0.004
20070704,919.85,918.65,921.45,918.15,0.0021
20070705,922.1,918.7,924.1,918.3,0.0024
20070706,919.6,921.1,923.8,918.8,-0.0027
20070709,920.95,920.25,921.35,919.65,0.0015
20070710,919.9,920.3,921.2,919.1,-0.0011
20070711,919.2,920.2,921.8,918.7,-0.0008
20070712,918.25,918.85,919.35,916.85,-0.001
20070713,917,916.6,917.3,915.5,-0.0014
20070716,918.2,916.8,918.6,916.3,0.0013
20070717,918.2,918.2,918.3,917.9,0
20070718,916.15,918.15,918.85,916.05,-0.0022
20070719,915.9,917,917.4,914.7,-0.0003
20070720,915.05,914.85,916.55,914.45,-0.0009
20070723,915.15,915.15,916.15,915.05,0.0001
20070724,914.05,914.65,915.15,913.75,-0.0012
20070725,913.95,914.45,915.25,913.05,-0.0001
20070726,918.3,916.4,918.9,916.2,0.0048
20070727,921.75,921.65,922.55,920.45,0.0038
20070730,923.3,922.2,924,922.1,0.0017
20070731,919.35,920.65,921.65,919.05,-0.0043
20070801,925.2,920.5,925.7,920.3,0.0064
20070802,922.9,922.5,927,921.3,-0.0025
20070803,922.85,920.15,924.85,920.15,-0.0001
20070806,923.45,926.55,926.85,922.55,0.0007
20070807,922.9,920.7,923.8,920.5,-0.0006
20070808,924.05,923.25,924.65,923.05,0.0012
20070809,923,922.5,923.5,921.5,-0.0011
20070810,931.9,926.5,932.2,926.5,0.0096
20070813,929.5,928.2,930.1,927.9,-0.0026
20070814,932.4,929.8,933.2,929.8,0.0031
20070815,932.35,932.35,932.45,932.35,-0.0001
20070816,946.35,939.35,947.05,939.15,0.015
20070817,950.45,943.75,952.45,943.55,0.0043
20070820,942.95,942.15,947.15,940.15,-0.0079
20070821,943.45,944.15,946.45,942.55,0.0005
20070822,944.15,946.25,947.25,942.95,0.0007
20070823,941.65,940.55,942.15,937.75,-0.0026
20070824,941.7,942.7,943,941.2,0.0001
20070827,938.6,936.9,939.5,936.4,-0.0033
20070828,939.65,938.55,941.15,938.55,0.0011
20070829,941.95,939.75,944.25,939.75,0.0024
20070830,940.35,939.05,940.85,938.25,-0.0017
20070831,938.35,940.35,941.05,937.65,-0.0021
20070903,937.4,939.1,939.7,937.1,-0.001
20070904,939.1,937.4,939.55,936.3,0.0018
20070905,938.05,937.65,938.75,936.55,-0.0011
20070906,939.15,938.15,940.35,938.15,0.0012
20070907,938.05,939.15,939.15,936.75,-0.0012
20070910,939.5,938.2,941.7,938.2,0.0015
20070911,936.3,938.9,939.4,936,-0.0034
20070912,932.35,936.25,936.25,932.15,-0.0042
20070913,931.5,931.2,932,929.5,-0.0009
20070914,928.35,931.35,932.15,928.05,-0.0034
20070917,928.45,928.45,929.95,927.55,0.0001
20070918,930.65,928.25,931.45,928.25,0.0024
20070919,926.6,925.6,927.2,925,-0.0044
20070920,923.05,925.65,925.95,922.15,-0.0038
20070921,921.1,922.9,922.9,918.7,-0.0021
20070924,921.05,921.05,921.05,920.25,-0.0001
20070925,921.1,921,921.1,920.8,0.0001
20070926,921,921.3,921.3,921,-0.0001
20070927,920.2,920.9,922,919.3,-0.0009
20070928,915.15,920.05,920.05,915.05,-0.0055
20071001,913.7,915.4,915.8,913.7,-0.0016
20071002,913.8,913.3,915,913.3,0.0001
20071003,913.8,913.8,913.9,913.7,0
20071004,916.45,913.75,918.75,913.75,0.0029
20071005,916.3,916.6,917,915.5,-0.0002
20071008,914.6,915.2,916.1,914.3,-0.0019
20071009,918.6,915.6,919,915.6,0.0044
20071010,916.6,917.4,918.1,915.8,-0.0022
20071011,917.4,916.6,921.8,916.6,0.0009
20071012,918.3,917.2,918.7,914.8,0.001
20071015,917.2,918.5,918.7,916.4,-0.0012
20071016,917.45,917.05,919.65,916.85,0.0003
20071017,918.5,917.6,919.7,917.1,0.0011
20071018,917.7,917.4,918.7,917.4,-0.0009
20071019,915.8,915.5,916.65,914.4,-0.0021
20071022,917.05,918.15,918.35,916.85,0.0014
20071023,918.2,919.4,919.4,917,0.0013
20071024,917.9,918,918.1,916.9,-0.0003
20071025,916.7,918.1,918.5,916.7,-0.0013
20071026,909.5,916.8,916.8,909.5,-0.0079
20071029,906.85,907.75,911.15,906.85,-0.0029
20071030,907,906.8,910.2,904.5,0.0002
20071031,900.8,907.1,907.1,899.5,-0.0068
20071101,903.6,900.8,904.3,900.4,0.0031
20071102,907,903.6,909.3,903.6,0.0038
20071105,907.85,906.75,908.15,904.25,0.0009
20071106,907.8,908,909.7,906.7,-0.0001
20071107,906.1,907.7,907.7,903,-0.0019
20071108,907.5,906.3,909.3,905.9,0.0015
20071109,906.7,907.5,907.5,905,-0.0009
20071112,911.3,906.8,911.4,906.8,0.0051
20071113,918.75,911.45,920.55,911.45,0.0082
20071114,913.55,918.75,918.75,911.15,-0.0057
20071115,915.5,913.7,917.4,913.7,0.0021
20071116,917.4,915.3,921.3,915.3,0.0021
20071119,919.2,917.5,919.6,916.1,0.002
20071120,922.4,919.2,927.2,919.2,0.0035
20071121,929,922.4,929.8,922.4,0.0072
20071122,933.55,929.05,936.75,929.05,0.0049
20071123,930.65,933.35,936.05,930.15,-0.0031
20071126,929.35,928.75,929.95,926.65,-0.0014
20071127,929.3,929.6,934.6,927.5,-0.0001
20071128,931.55,929.25,931.95,927.05,0.0024
20071129,928.7,931.4,931.4,927.6,-0.0031
20071130,921.15,928.75,928.95,920.65,-0.0081
20071203,925.2,924.5,925.9,922.4,0.0044
20071204,922.6,925,925,922,-0.0028
20071205,923.3,922.8,924.3,922.4,0.0008
20071206,922.05,923.15,925.15,920.75,-0.0014
20071207,919.15,921.95,922.05,918.55,-0.0031
20071210,923.6,918.9,924.2,918.8,0.0048
20071211,923.95,923.85,925.65,922.45,0.0004
20071212,926.6,924.1,929.4,924.1,0.0029
20071213,924.85,926.55,926.55,923.05,-0.0019
20071214,930.05,924.75,930.35,924.75,0.0056
20071217,933.6,929.8,934.1,929.8,0.0038
20071218,939.45,933.65,942.25,933.65,0.0063
20071219,939.5,939.5,939.6,939.4,0.0001
20071220,943.65,939.45,944.35,937.55,0.0044
20071221,940.6,943.8,947.5,940.1,-0.0032
20071224,939.6,940.4,940.4,937.2,-0.0011
20071225,939.6,939.7,939.7,939.6,0
20071226,938.9,939.7,940.6,938,-0.0007
20071227,940.6,939.5,940.7,938.5,0.0018
20071228,936,940.3,940.9,935.1,-0.0049
20071231,936,936,936.1,935.9,0
20080101,936.1,936.1,936.1,936,0.0001
20080102,936.95,932.65,937.65,931.65,0.0009
20080103,936.5,940.2,941.3,936.3,-0.0005
20080104,938.45,936.55,938.65,935.35,0.0021
20080107,940.7,938.7,943.8,938.7,0.0024
20080108,939.35,941.05,941.15,937.55,-0.0014
20080109,937.4,941.6,942.1,937.3,-0.0021
20080110,937.6,937.5,938.3,933.7,0.0002
20080111,937.6,937.5,938.9,933.7,0
20080114,937.4,938.2,938.8,935.6,-0.0002
20080115,935.55,937.45,937.45,933.75,-0.002
20080116,940.2,936.4,940.6,936.4,0.005
20080117,945.55,943.65,948.55,942.25,0.0057
20080118,943.1,945.7,950.6,942.5,-0.0026
20080121,948.5,945,949,944.8,0.0057
20080122,954.05,952.85,956.05,952.25,0.0059
20080123,952.85,947.15,954.75,946.15,-0.0013
20080124,949.4,950.1,951.2,948.5,-0.0036
20080125,946.65,947.25,948.85,944.85,-0.0029
20080128,949.85,947.75,950.05,947.55,0.0034
20080129,944.3,946.4,947.7,944.2,-0.0058
20080130,944.6,942.1,945.2,942.1,0.0003
20080131,943.85,944.35,948.25,942.65,-0.0008
20080201,944.4,944,945.2,942.1,0.0006
20080204,942.8,942.9,943.5,941,-0.0017
20080205,943.6,942.8,943.6,941.3,0.0008
20080206,941.8,943.5,943.5,941.65,-0.0019
20080207,941.8,941.9,941.9,941.8,0
20080208,941.6,941.7,941.75,941.6,-0.0002
20080211,945.25,945.55,946.45,944.75,0.0039
20080212,945.6,945.6,946.7,944.4,0.0004
20080213,945.8,945.4,946.1,942.6,0.0002
20080214,945.3,945.7,946.1,943.3,-0.0005
20080215,945.05,945.55,947.55,944.85,-0.0003
20080218,945.35,944.65,945.75,944.55,0.0003
20080219,943.85,944.25,945.05,943.45,-0.0016
20080220,946.3,944.4,946.4,944.1,0.0026
20080221,948.7,946.3,948.8,946.2,0.0025
20080222,948.55,948.45,949.85,947.75,-0.0002
20080225,947.1,948.1,948.7,946.7,-0.0015
20080226,947.25,946.95,947.65,946.05,0.0002
20080227,941.05,945.75,945.85,940.75,-0.0065
20080228,936.9,941.3,941.3,935.9,-0.0044
20080229,939.05,936.75,939.85,935.25,0.0023
20080303,946.9,943.2,947.4,943.1,0.0084
20080304,947,948,948,945.5,0.0001
20080305,948.4,946.6,949,946.6,0.0015
20080306,949.7,948.2,950.4,948.2,0.0014
20080307,957.65,949.55,958.55,949.55,0.0084
20080310,965.3,957.6,966.8,956.5,0.008
20080311,970.05,968.65,980.85,968.35,0.0049
20080312,971.35,961.85,973.35,961.75,0.0013
20080313,982.3,971.4,984,971.4,0.0113
20080314,997.4,980.2,998.5,978.8,0.0154
20080317,1024.4,997.6,1031.4,997.6,0.0271
20080318,1009.7,1024.4,1030.8,1008.6,-0.0143
20080319,1009.6,1009.7,1018.9,1000.4,-0.0001
20080320,1009.6,1014.3,1017.6,1008.5,0
20080321,1003.1,1006.1,1007.8,1001.5,-0.0064
20080324,997.2,1001.3,1003.4,996.2,-0.0059
20080325,976.15,991.75,994.45,975.85,-0.0211
20080326,986.7,976.3,993.1,974.3,0.0108
20080327,987.65,990.35,997.25,975.25,0.001
20080328,993.1,988.3,997.8,980.4,0.0055
20080331,990.35,990.75,993.25,987.35,-0.0028
20080401,983.85,990.25,991.95,980.25,-0.0066
20080402,974.6,981.3,983.8,973.2,-0.0094
20080403,975.5,972.2,978.3,971.2,0.0009
20080404,973.85,976.35,980.15,971.25,-0.0017
20080407,974.95,974.85,976.55,973.25,0.0011
20080408,976.05,973.75,978.35,973.25,0.0011
20080409,976.1,976.1,978.05,974,0.0001
20080410,976.4,975.2,981.3,974.4,0.0003
20080411,975.75,974.75,977.85,972.45,-0.0007
20080414,979.65,973.25,981.35,973.25,0.004
20080415,986.85,979.85,987.55,979.85,0.0073
20080416,989.5,989.15,995.65,986.75,0.0027
20080417,991.9,988.3,997.65,985.3,0.0024
20080418,998.05,992.25,1003.75,992.25,0.0062
20080421,991.55,998.35,998.75,989.15,-0.0065
20080422,997.15,991.6,1002.1,991.6,0.0056
20080423,990.95,997.25,1002.25,990.05,-0.0062
20080424,996.4,991.4,997,988.2,0.0055
20080425,995.8,996.3,997.8,989.4,-0.0006
20080428,996.55,996.25,998.45,994.15,0.0008
20080429,1004,996.5,1004,992,0.0075
20080430,1003,1001,1006.5,1001,-0.001
20080501,1009.25,1004.15,1009.25,1002.75,0.0062
20080502,1010,1002.75,1014.05,999.85,0.0007
20080505,1006.5,1009.75,1009.75,1006.5,-0.0035
20080506,1007.25,1009.05,1017.5,1007.05,0.0007
20080507,1032.75,1014.55,1033,1014.55,0.0253
20080508,1040.5,1029.95,1050.15,1026.25,0.0075
20080509,1044.25,1039.25,1052.85,1038.25,0.0036
20080512,1041.75,1046.65,1046.65,1041.75,-0.0024
20080513,1045.5,1046.65,1047.85,1037.15,0.0036
20080514,1047.5,1045.55,1051.65,1043.05,0.0019
20080515,1041.25,1047.25,1052.25,1041.25,-0.006
20080516,1037.25,1045,1046,1036.75,-0.0038
20080519,1038,1037.25,1045.75,1035.15,0.0007
20080520,1050.5,1043.25,1050.5,1037.75,0.012
20080521,1036.5,1045,1057.45,1036.5,-0.0133
20080522,1039.5,1042,1045.25,1039.15,0.0029
20080523,1045.75,1044,1048.05,1038.75,0.006
20080526,1048.7,1046.3,1050.1,1045.1,0.0028
20080527,1046,1046.25,1052,1035.15,-0.0026
20080528,1032,1037.75,1042.45,1032,-0.0134
20080529,1035.5,1037,1039,1027.05,0.0034
20080530,1028.25,1030.5,1033.75,1024.05,-0.007
20080602,1033.75,1025.75,1033.75,1021.45,0.0053
20080603,1012,1025,1025,1012,-0.021
20080604,1023.25,1016.75,1023.25,1010.25,0.0111
20080605,1023.75,1017,1026.5,1017,0.0005
20080606,1031.25,1023.5,1031.25,1023.25,0.0073
20080609,1033.5,1030.15,1033.75,1026.15,0.0022
20080610,1027,1032.25,1033,1021.15,-0.0063
20080611,1030.5,1025.25,1031.25,1023.3,0.0034
20080612,1033.75,1030.65,1038.75,1027.45,0.0032
20080613,1044.25,1028.85,1048,1028.85,0.0102
20080616,1043.5,1047,1047,1035.15,-0.0007
20080617,1018.75,1039.25,1039.25,1018.75,-0.0237
20080618,1024.75,1023,1030.75,1018.45,0.0059
